,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
1984,GELM 608ANDPHIL 348ANDON LINE,Readings in HIV and Aging,2.00,97992,M12:30PM - 05:30PMANDS09:00AM - 05:30PM,01/13/14 - 04/28/14,"Forssell, S; Plankey, M",11,OPEN,PSYD
1985,OM 101,Psychological Assessment,3.00,91099,W04:00PM - 05:50PM,01/13/14 - 04/28/14,"Hedlund, S",10,OPEN,PSYD
1986,OM 109,Discussion,0.00,93443,F10:00AM - 11:50AM,01/13/14 - 04/28/14,"Gedo, P",30,CLOSED,PSYD
1987,SEE DEPT,Discussion,0.00,93442,F10:00AM - 11:50AM,01/13/14 - 04/28/14,"Hedlund, S",31,OPEN,PSYD
1988,OM 102,Discussion,0.00,97514,M12:00PM - 01:50PM,01/13/14 - 04/28/14,"Gedo, P",32,CLOSED,PSYD
1989,OM 109,Second Year Psychotherapy,1.00,91178,W12:00PM - 01:50PM,01/13/14 - 04/28/14,"Aleshina, Y",10,OPEN,PSYD
1990,OM 102,Second Year Psychotherapy,1.00,91214,T10:00AM - 11:50AM,01/13/14 - 04/28/14,"Marmarosh, C",11,OPEN,PSYD
1991,SEE DEPT,Second Year Psychotherapy,1.00,91179,W12:00PM - 01:50PM,01/13/14 - 04/28/14,"Snejnevski, P",12,OPEN,PSYD
1992,OM 102,Third Year Psychotherapy,1.00,91222,M10:00AM - 11:50AM,01/13/14 - 04/28/14,"Klosson, E",13,OPEN,PSYD
1993,OM 102,Third Year Psychotherapy,1.00,91223,T12:00PM - 01:50PM,01/13/14 - 04/28/14,"Gump, L",14,OPEN,PSYD
1994,OM 102,Third Year Psychotherapy,1.00,91224,M02:00PM - 03:50PM,01/13/14 - 04/28/14,"Gedo, P",15,CLOSED,PSYD
1995,OM 109,Practicum-Research,1.00,92299,M10:00AM - 11:50AM,01/13/14 - 04/28/14,"Marmarosh, C",16,OPEN,PSYD
1996,OM 109,Practicum-Supervision,1.00,92300,M12:00PM - 01:50PM,01/13/14 - 04/28/14,"Snejnevski, P",17,OPEN,PSYD
1997,OM 109,Second Year Assessment,1.00,93786,T12:00PM - 01:50PM,01/13/14 - 04/28/14,"Babcock, J",18,OPEN,PSYD
1998,OM 109,Second Year Assessment,1.00,93787,M02:00PM - 03:50PM,01/13/14 - 04/28/14,"Taylor-Dietz, C",19,CLOSED,PSYD
1999,OM 102,Second Year Assessment,1.00,93788,W12:00PM - 01:50PM,01/13/14 - 04/28/14,"DeVinney, H",20,OPEN,PSYD
2000,,Third Year Psychotherapy,1.00,94511,,01/13/14 - 04/28/14,,21,CANCELLED,PSYD
2001,OM 101,Group & Organizational Dynamcs,3.00,95188,R02:00PM - 03:50PM,01/13/14 - 04/28/14,"Sexton, J",10,OPEN,PSYD
2002,OM 101,Statistics & Research Design,3.00,93291,R10:00AM - 11:50AM,01/13/14 - 04/28/14,"Sexton, J",10,OPEN,PSYD
2003,OM 101,Psychodynamic Psychotherapy,3.00,95761,W12:00PM - 01:50PM,01/13/14 - 04/28/14,"King, D",10,OPEN,PSYD
2004,OM 101,Discussion,0.00,95762,W02:00PM - 02:50PM,01/13/14 - 04/28/14,"King, D",30,OPEN,PSYD
2005,OM 101,Discussion,0.00,95763,W03:00PM - 03:50PM,01/13/14 - 04/28/14,"King, D",31,CLOSED,PSYD
2006,OM 101,Behavioral-Cognitive Therapies,3.00,93292,W10:00AM - 11:50AM,01/13/14 - 04/28/14,"Viola, J",10,OPEN,PSYD
2007,OM 102,Discussion,0.00,93564,W03:00PM - 03:50PM,01/13/14 - 04/28/14,"Holl, C",30,OPEN,PSYD
2008,OM 102,Discussion,0.00,93565,W02:00PM - 02:50PM,01/13/14 - 04/28/14,"Holl, C",31,OPEN,PSYD
2009,FNGR 207,General Psychology,3.00,91861,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Benbassat, D",10,OPEN,PSYC
2010,FNGR 207,General Psychology,3.00,90864,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Perez Rivera, M",11,OPEN,PSYC
2011,DUQUES 151,General Psychology,3.00,90442,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Gomez-Serrano, M",12,OPEN,PSYC
2012,DUQUES 151,General Psychology,3.00,93581,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Gomez-Serrano, M",13,OPEN,PSYC
2013,AMES B117,General Psychology,3.00,91251,TR06:10PM - 07:25PM,01/13/14 - 04/28/14,"Davis-Takacs, C",MV,OPEN,PSYC
2014,AMES B117,General Psychology,3.00,90443,MW01:00PM - 02:15PM,01/13/14 - 04/28/14,"Schell, D",MV1,OPEN,PSYC
2015,FNGR 220,Abnormal Psychology,3.00,90545,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Woodruff, P",10,OPEN,PSYC
2016,FNGR 223,Abnormal Psychology,3.00,91086,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Rohrbeck, C",11,OPEN,PSYC
2017,1957 E B17,Abnormal Psychology,3.00,90546,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Molock, S",12,OPEN,PSYC
2018,ACAD 101,Abnormal Psychology,3.00,91986,MW10:00AM - 11:15AM,01/13/14 - 04/28/14,"Schell, D",MV,WAITLIST,PSYC
2019,FNGR 207,Social Psychology,3.00,92054,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Aalai, A",10,OPEN,PSYC
2020,FNGR 207,Social Psychology,3.00,91862,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Duval, L",11,WAITLIST,PSYC
2021,FNGR 207,Social Psychology,3.00,92179,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Duval, L",12,WAITLIST,PSYC
2022,MPA 310,Developmental Psychology,3.00,90547,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Eisen, E",10,OPEN,PSYC
2023,FNGR 208,Developmental Psychology,3.00,90548,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Perez Rivera, M",11,WAITLIST,PSYC
2024,FNGR 223,Developmental Psychology,3.00,91863,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Sigelman, C",12,OPEN,PSYC
2025,FNGR 223,Cognitive Psychology,3.00,92695,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Rabinovitz, B",10,OPEN,PSYC
2026,FNGR 223,Cognitive Psychology,3.00,96586,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Rabinovitz, B",11,OPEN,PSYC
2027,FNGR 220,Biological Psychology,3.00,92386,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Nassif, T",10,OPEN,PSYC
2028,PHIL B152,Biological Psychology,3.00,95185,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Wu, G",11,OPEN,PSYC
2029,ROSS 105,Intro/Pub Health & Health Svcs,3.00,92225,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Mauery, D",10,CLOSED,PUBH
2030,ROSS 224,Intro/Pub Health & Health Svcs,3.00,94069,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Henry, T",11,CLOSED,PUBH
2031,ROSS 105,Intro/Pub Health & Health Svcs,3.00,95944,TR02:30PM - 03:45PM,01/13/14 - 04/28/14,"Andrade, E",12,CLOSED,PUBH
2032,ROSS 224,History of Public Health,3.00,93563,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Mandefro, M",10,OPEN,PUBH
2033,ROSS 105,Public Health Biology,3.00,92053,M09:35AM - 12:00PM,01/13/14 - 04/28/14,"Fischer, J; Ward, J",10,CLOSED,PUBH
2034,ROSS 227,Intro to Preventive Medicine,3.00,92822,W12:45PM - 03:15PM,01/13/14 - 04/28/14,"Schroth, W; Moore, B",11,CLOSED,PUBH
2035,ROSS 104,Srvc Learning in Public Health,3.00,92866,W10:00AM - 12:30PM,01/13/14 - 04/28/14,"Wilensky, S",10,OPEN,PUBH
2036,ROSS LOB C,Health Svcs Mgt & Economics,3.00,93168,MW09:35AM - 10:50AM,01/13/14 - 04/28/14,"Anderson, D",10,OPEN,PUBH
2037,ROSS 227,Epidmlogy:Msrng Health/Disease,3.00,91952,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Ulfers, M",10,CLOSED,PUBH
2038,ROSS 105,Health and Environment,3.00,92040,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Northcross, A; McCormick, S",10,OPEN,PUBH
2039,ROSS 224,Global Health & Development,3.00,92476,R02:30PM - 05:00PM,01/13/14 - 04/28/14,"Gamble-Payne, K",10,OPEN,PUBH
2040,ROSS,Global Health & Development,3.00,97456,M03:30PM - 06:00PM,01/13/14 - 04/28/14,"Waldman, R",11,CLOSED,PUBH
2041,HIML 202,Health Policy,3.00,93169,MW03:45PM - 05:00PM,01/13/14 - 04/28/14,"Espinosa, J",10,OPEN,PUBH
2042,ROSS LOB C,Health Law,3.00,94829,R12:45PM - 03:15PM,01/13/14 - 04/28/14,"Teitelbaum, J",10,OPEN,PUBH
2043,ROSS LOB C,Current Issues in Bioethics,3.00,95945,R03:30PM - 06:00PM,01/13/14 - 04/28/14,"Goldstein, M",12,OPEN,PUBH
2044,ROSS LOB C,Sustainable Energy&Enviromnt;,3.00,94830,T12:45PM - 03:15PM,01/13/14 - 04/28/14,"LaPuma, P",10,OPEN,PUBH
2045,ROSS,Global Nutrition,3.00,94831,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Colon-Ramos, U; Teller, C",11,OPEN,PUBH
2046,ROSS 227,Senior Seminar,3.00,92860,M12:45PM - 03:15PM,01/13/14 - 04/28/14,"Elrod, S; Katz, R",10,OPEN,PUBH
2047,,Independent Study,3.00,92055,,01/13/14 - 04/28/14,,10,OPEN,PUBH
2048,ROSS 117,BiologicalConcepts/PublicHlth,2.00,94725,T04:10PM - 06:00PM,01/13/14 - 04/28/14,"Spielberg, F; Cawley, J; Kastrinakis, M",11,OPEN,PUBH
2049,MPA 302,ConstitutionalLawForThe21stCen,3.00,94843,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Kasle, J",10,OPEN,PPPA
2050,MPA 305,TheFirstAmendmtin21stCentury,3.00,97450,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Kasle, J",11,OPEN,PPPA
2051,,Justice & the Legal System II,3.00,94628,,01/13/14 - 04/28/14,,10,CANCELLED,PPPA
2052,GOV 102,Executive Branch Politics,3.00,94221,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Collins, C",10,OPEN,PPPA
2053,MPA 309,Executive Branch Politics,3.00,94222,MW08:00AM - 09:15AM,01/13/14 - 04/28/14,"Collins, C",80,OPEN,PPPA
2054,MPA 309,Executive Branch Politics,3.00,91516,MW08:00AM - 09:15AM,01/13/14 - 04/28/14,"Collins, C",80,OPEN,"PSC
"
2055,MON 352,Research Methods/Applied Stat,3.00,94223,R06:10PM - 08:00PM,01/13/14 - 04/28/14,"Augustine, N",10,OPEN,PPPA
2056,ROME B104,Laboratory,0.00,94225,R08:10PM - 10:00PM,01/13/14 - 04/28/14,,30,OPEN,PPPA
2057,1957 E 112,Research Methods/Applied Stat,3.00,94224,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Carrigan, C",11,OPEN,PPPA
2058,ROME B104,Laboratory,0.00,94226,T08:10PM - 10:00PM,01/13/14 - 04/28/14,,31,OPEN,PPPA
2059,MON B32,"Public Budgeting, Rev. & Expd.",3.00,94227,M06:10PM - 08:00PM,01/13/14 - 04/28/14,"Merrell, M",10,CLOSED,PPPA
2060,MPA 305,"Public Budgeting, Rev. & Expd.",3.00,94228,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Kasdin, S",11,OPEN,PPPA
2061,2020 K 24,"Public Budgeting, Rev. & Expd.",3.00,94229,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Kasdin, S",12,OPEN,PPPA
2062,2020 K 10,Policy Analysis,3.00,94230,W11:10AM - 01:00PM,01/13/14 - 04/28/14,"Linquiti, P",10,CLOSED,PPPA
2063,MON 351,Policy Analysis,3.00,94231,M06:10PM - 08:00PM,01/13/14 - 04/28/14,"Smith, H",11,OPEN,PPPA
2064,ROME 204,MPA Capstone,3.00,94232,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Brainard, L",10,OPEN,PPPA
2065,COR 106,MPA Capstone,3.00,94234,R06:10PM - 08:00PM,01/13/14 - 04/28/14,"Brainard, L",11,OPEN,PPPA
2066,,Politics & The Policy Process,3.00,94235,,01/13/14 - 04/28/14,,10,CANCELLED,PPPA
2067,GELM B01A,Econometrics - Policy Rsch I,3.00,94236,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Conger, D",10,CLOSED,PPPA
2068,ROME B104,Laboratory,0.00,95404,R06:10PM - 08:00PM,01/13/14 - 04/28/14,,30,OPEN,PPPA
2069,GOV 101,Econometrics - Policy Rsch I,3.00,94237,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Conger, D",11,CLOSED,PPPA
2070,ROME B104,Laboratory,0.00,95405,F03:30PM - 06:00PM,01/13/14 - 04/28/14,,31,CLOSED,PPPA
2071,MON 115,Economics in Policy Analysis,3.00,94238,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Brock, G",10,OPEN,PPPA
2072,,Economics in Policy Analysis,3.00,94239,,01/13/14 - 04/28/14,,11,CANCELLED,PPPA
2073,MON 115,Economics in Policy Analysis,3.00,94721,W06:10PM - 08:00PM,01/13/14 - 04/28/14,"Brock, G",12,OPEN,PPPA
2074,FNGR 108,Intro to World Religions: West,3.00,90457,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Houghtby-Haddon, N",10,CLOSED,"REL
"
2075,1957 E 211,Intro to World Religions: East,3.00,91063,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Hebbar, B",10,OPEN,"REL
"
2076,MPA B07,Intro to World Religions: East,3.00,90458,TR04:45PM - 06:00PM,01/13/14 - 04/28/14,"Reddy, P",11,OPEN,"REL
"
2077,MON B32,The Hebrew Scriptures,3.00,93847,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Langner, G",10,OPEN,"REL
"
2078,1957 E 214,The New Testament,3.00,93265,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Hostetter, E",10,OPEN,"REL
"
2079,MON 450,Narratives of the Hebrew Bible,3.00,93266,MW03:45PM - 05:00PM,01/13/14 - 04/28/14,"Ticktin, M",10,OPEN,"REL
"
2080,FNGR 208,The Life and Thought of Paul,3.00,96732,WF11:10AM - 12:25PM,01/13/14 - 04/28/14,"Duff, P",10,OPEN,"REL
"
2081,2020 K 10,Lost Gospels,3.00,96733,WF02:20PM - 03:35PM,01/13/14 - 04/28/14,"Duff, P",10,OPEN,"REL
"
2082,,Rabbinic Thought & Literature,3.00,92842,,01/13/14 - 04/28/14,,10,CANCELLED,"REL
"
2083,OM 312,Medieval Faith and Symbolism,3.00,96734,WF09:35AM - 10:50AM,01/13/14 - 04/28/14,"Wood, J",10,OPEN,"REL
"
2084,GELM B04,Sufism (Islamic Mysticism),3.00,96735,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Nasr, S; Faghfoory, M",10,OPEN,"REL
"
2085,DUQUES 259,Mythologies of India,3.00,96736,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Hiltebeitel, A",10,OPEN,"REL
"
2086,FNGR 220,Buddhism,3.00,97127,M07:10PM - 09:40PM,01/13/14 - 04/28/14,"Hebbar, B",10,CLOSED,"REL
"
2087,AMES 101Q,Buddhist Philosophy,3.00,97134,TR11:30AM - 12:45PM,01/13/14 - 04/28/14,"Aviv, E",M80,OPEN,"REL
"
2088,AMES 101Q,Buddhist Philosophy,3.00,97133,TR11:30AM - 12:45PM,01/13/14 - 04/28/14,"Aviv, E",M80,OPEN,HONR
2089,FNGR 223,"Myth, Ritual&Pop; Rel in China",3.00,96737,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Tavor, O",80,OPEN,"REL
"
2090,FNGR 223,"Myth, Ritual&Pop; Rel in China",3.00,96738,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Tavor, O",80,OPEN,EALL
2091,DUQUES 361,Ethics and the World Religions,3.00,97248,F12:45PM - 03:15PM,01/13/14 - 04/28/14,"Koukios, I",10,OPEN,"REL
"
2092,OM 312,Peace/Violence:JwshChristnMslm,3.00,94568,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Eisen, R",10,CLOSED,"REL
"
2093,COR 106,Psych Study of Spirituality,3.00,91860,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Schell, D",80,OPEN,"REL
"
2094,COR 106,Psych Study of Spirituality,3.00,91864,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Schell, D",80,OPEN,PSYC
2095,BELL 108,Islamic Political Thought,3.00,93096,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Faghfoory, M",10,OPEN,"REL
"
2096,OM 312,Apocalypse and Social Change,3.00,93850,MF11:10AM - 12:25PM,01/13/14 - 04/28/14,"Wood, J",11,OPEN,"REL
"
2097,ACAD 100,Music Department 3/28,0.00,99187,F06:00PM - 07:30PM,03/28/14 - 03/28/14,,10,CLOSED,RESV
2098,,Continuing Research - Masters,1.00,91288,,01/13/14 - 04/28/14,,10,OPEN,PHHS
2099,,Continuing Research - Doctoral,1.00,97816,,01/13/14 - 04/28/14,,10,OPEN,PHHS
2100,,Continuing Research - Masters,1.00,91245,,01/13/14 - 04/28/14,,CE,OPEN,SEAS
2101,,Continuing Research - Masters,1.00,91270,,01/13/14 - 04/28/14,,CS,OPEN,SEAS
2102,,Continuing Research - Masters,1.00,91271,,01/13/14 - 04/28/14,,ECE,OPEN,SEAS
2103,,Continuing Research - Masters,1.00,91283,,01/13/14 - 04/28/14,,EM,OPEN,SEAS
2104,,Continuing Research - Masters,1.00,91246,,01/13/14 - 04/28/14,,ME,OPEN,SEAS
2105,,Examination Preparation,0.00,91247,,01/13/14 - 04/28/14,,CE,OPEN,SEAS
2106,,Examination Preparation,0.00,91272,,01/13/14 - 04/28/14,,CS,OPEN,SEAS
2107,,Examination Preparation,0.00,91273,,01/13/14 - 04/28/14,,ECE,OPEN,SEAS
2108,,Examination Preparation,0.00,91371,,01/13/14 - 04/28/14,,EM,OPEN,SEAS
2109,,Examination Preparation,0.00,91248,,01/13/14 - 04/28/14,,ME,OPEN,SEAS
2110,,Continuing Research - Doctoral,1.00,91243,,01/13/14 - 04/28/14,,CE,OPEN,SEAS
2111,,Continuing Research - Doctoral,1.00,91274,,01/13/14 - 04/28/14,,CS,OPEN,SEAS
2112,,Continuing Research - Doctoral,1.00,91275,,01/13/14 - 04/28/14,,ECE,OPEN,SEAS
2113,,Continuing Research - Doctoral,1.00,91267,,01/13/14 - 04/28/14,,EM,OPEN,SEAS
2114,,Continuing Research - Doctoral,1.00,91244,,01/13/14 - 04/28/14,,ME,OPEN,SEAS
2115,2020 K 20,Innovation and Technology,3.00,97930,R03:30PM - 06:00PM,01/13/14 - 04/28/14,"Sorger, V",10,OPEN,SEAS
2116,1776 G 101,Launching Technical Ventures,1.00,98094,W06:10PM - 08:40PM,01/13/14 - 04/28/14,"Stroupe, T",10,OPEN,SEAS
2117,MPA 307ANDMPA 307,TheJournalistinPopularCulture,3.00,97037,M12:45PM - 03:15PMANDW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Layser, N",10,CLOSED,SMPA
2118,MPA B07,Media in a Free Society,3.00,91087,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Phalen, P",10,OPEN,SMPA
2119,SEE DEPT,Forensics Practice,1.00,91485,,01/13/14 - 04/28/14,"Huebner, L",10,OPEN,SMPA
2120,MPA 305,Journalism: Theory & Practice,3.00,92394,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Steele, J",10,CLOSED,SMPA
2121,2020 K 26,IntrotoPoliticalCommunication,3.00,92395,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Hindman, M",10,CLOSED,SMPA
2122,COR 111,IntrotoPoliticalCommunication,3.00,92396,MW09:35AM - 10:50AM,01/13/14 - 04/28/14,"Hindman, M",11,CLOSED,SMPA
2123,MPA B01,Intro to NewsWriting&Reporting;,3.00,92415,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Lipman, L",10,OPEN,SMPA
2124,MPA B01,Intro to NewsWriting&Reporting;,3.00,93232,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Richards, C",11,CLOSED,SMPA
2125,MPA B01,Intro to NewsWriting&Reporting;,3.00,92416,MW08:00AM - 09:15AM,01/13/14 - 04/28/14,"Hernandez, R",12,CLOSED,SMPA
2126,MPA B01,Intro to NewsWriting&Reporting;,3.00,92417,TR05:15PM - 06:30PM,01/13/14 - 04/28/14,"Doyle, M",13,CLOSED,SMPA
2127,MPA B01,Intro to NewsWriting&Reporting;,3.00,92760,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Zuckerman, M",14,CLOSED,SMPA
2128,MPA B01,Intro to NewsWriting&Reporting;,3.00,93003,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Sher, R",15,CLOSED,SMPA
2129,MPA B01,Intro to NewsWriting&Reporting;,3.00,97491,TR07:00PM - 08:15PM,01/13/14 - 04/28/14,"Leiby, R",16,OPEN,SMPA
2130,MPA B01ANDMPA B01,Advanced News Reporting,4.00,93268,M02:20PM - 03:35PMANDW02:20PM - 04:35PM,01/13/14 - 04/28/14,"May, A",10,OPEN,SMPA
2131,MPA B01ANDMPA B01,Advanced News Reporting,4.00,96684,M03:45PM - 06:00PMANDW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Thompson, C",11,CLOSED,SMPA
2132,MPA 525,Intro to Digital Media Prductn,3.00,92404,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Osder, J",10,CLOSED,SMPA
2133,MPA 525,Intro to Digital Media Prductn,3.00,96685,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Osder, J",11,CLOSED,SMPA
2134,MPA 525,Intro to Digital Media Prductn,3.00,96686,MW08:00AM - 09:15AM,01/13/14 - 04/28/14,"Levick, J",12,CLOSED,SMPA
2135,MPA 525,Intro to Digital Media Prductn,3.00,96687,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Osder, J",13,CLOSED,SMPA
2136,MPA 307,Public Opinion,3.00,94596,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Kalmoe, N",10,CLOSED,SMPA
2137,ROME 206,First-Year Russian 2,4.00,90462,MTWR09:35AM - 10:25AM,01/13/14 - 04/28/14,"Shatalina, G; Robin, R",10,OPEN,SLAV
2138,PHIL 110ANDPHIL 110,First-Year Russian 2,4.00,90463,MWR02:20PM - 03:10PMANDT02:20PM - 03:10PM,01/13/14 - 04/28/14,"Valente, D; Robin, R",11,OPEN,SLAV
2139,PHIL 509,Second-Year Russian 2,4.00,90464,MTWR11:10AM - 12:00PM,01/13/14 - 04/28/14,"Robin, R; Shatalina, G",10,OPEN,SLAV
2140,ROME 206,Second-Year Russian 2,4.00,90465,MTWR03:55PM - 04:45PM,01/13/14 - 04/28/14,"Robin, R; Valente, D",11,OPEN,SLAV
2141,PHIL 511,Intensive Basic Russian,8.00,90466,MTWR09:00AM - 11:00AM,01/13/14 - 04/28/14,"Robin, R; Ovtcharenko, E",10,OPEN,SLAV
2142,PHIL 416,Intro to Russian Literature,3.00,90468,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Rollberg, P",10,CLOSED,SLAV
2143,MON 114ANDMON 250,Intermediate Russian,5.00,90467,MTWF12:45PM - 01:35PMANDR12:45PM - 01:35PM,01/13/14 - 04/28/14,"Michael, L; Shatalina, G",10,OPEN,SLAV
2144,1776 G 168,Russia Today:Tpc-Advcd Russian,3.00,90470,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Michael, L",10,OPEN,SLAV
2145,PHIL 416,Russian Culture from 1825,3.00,90471,R05:10PM - 07:00PM,01/13/14 - 04/28/14,"Rappoport, P",10,OPEN,SLAV
2146,OM 312,Russian Lit-WW 2 to Present,3.00,94610,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Gresta, E",10,OPEN,SLAV
2147,,19th-Century Russian Poetry,3.00,96148,,01/13/14 - 04/28/14,,10,CANCELLED,SLAV
2148,1776 G 170,20th-Century Russian Poetry,3.00,97459,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Ovtcharenko, E",10,OPEN,SLAV
2149,PHIL 109,Introduction to Russian Cinema,3.00,90858,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Dean, E; Rollberg, P",10,CLOSED,SLAV
2150,SEE DEPT,Independent Study,3.00,92588,,01/13/14 - 04/28/14,"Robin, R",10,OPEN,SLAV
2151,,Alexander Pushkin:Race&Class;,3.00,94797,,01/13/14 - 04/28/14,,11,CANCELLED,SLAV
2152,ROME 201,Alexander Pushkin:Race&Class;,3.00,97585,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Coles, R",10,OPEN,SLAV
2153,,Senior Honors Thesis,3.00,90859,,01/13/14 - 04/28/14,"Robin, R; Rollberg, P",10,OPEN,SLAV
2154,MPA 309,Introduction to Sociology,3.00,91228,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Mushtaq, F",10,OPEN,"SOC
"
2155,MPA B07,Introduction to Sociology,3.00,94343,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Mushtaq, F",11,OPEN,"SOC
"
2156,1957 E 214,The Sociological Imagination,3.00,95398,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Eglitis, D",10,OPEN,"SOC
"
2157,PHIL B152,Intro to Criminal Justice,3.00,91311,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Buntman, F",10,CLOSED,"SOC
"
2158,COR 101,Intro to Criminal Justice,3.00,91873,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Schwartz, M",11,CLOSED,"SOC
"
2159,MPA 309,Intro to Criminal Justice,3.00,94344,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Schwartz, M",12,OPEN,"SOC
"
2160,MON 113,Techniques of Data Analysis,3.00,91256,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Ishizawa, H",10,OPEN,"SOC
"
2161,ROME B104,Laboratory,0.00,91312,T03:55PM - 04:45PM,01/13/14 - 04/28/14,"Ishizawa, H",30,CLOSED,"SOC
"
2162,ROME B104,Laboratory,0.00,91313,T09:35AM - 10:45AM,01/13/14 - 04/28/14,"Ishizawa, H",31,OPEN,"SOC
"
2163,MON 113,Techniques of Data Analysis,3.00,96836,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Tuch, S",11,OPEN,"SOC
"
2164,ROME B104,Laboratory,0.00,91872,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Tuch, S",32,OPEN,"SOC
"
2165,ROME B104,Laboratory,0.00,94839,R02:20PM - 03:10PM,01/13/14 - 04/28/14,"Tuch, S",33,OPEN,"SOC
"
2166,ROME 206,Contemporary Sociologcl Theory,3.00,96810,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Ken, I",10,OPEN,"SOC
"
2167,COR 101,Criminology,3.00,91229,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Martinez, D",10,OPEN,"SOC
"
2168,COR 106,Criminal Law,3.00,91721,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Gale, T",10,OPEN,"SOC
"
2169,ROME 351,Sociology of Education,3.00,96811,TR04:45PM - 06:00PM,01/13/14 - 04/28/14,"Alexander, D",10,OPEN,"SOC
"
2170,GELM B04,Sociology of Law,3.00,96812,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Buntman, F",10,CLOSED,"SOC
"
